,pubmed,title,authors,year,journal
10277,24718288,P300 amplitude variation is related to ventral striatum BOLD response during gain and loss anticipation: An EEG and fMRI experiment.,"Pfabigan DM, Seidel EM, Sladky R, Hahn A, Paul K, Grahl A, Kublbock M, Kraus C, Hummer A, Kranz GS, Windischberger C, Lanzenberger R, Lamm C",2014,NeuroImage
10278,24718311,Effect of motor imagery in children with unilateral cerebral palsy: FMRI study.,"Chinier E, N'guyen S, Lignon G, Ter Minassian A, Richard I, Dinomais M",2014,PloS one
10279,24723873,Unilateral deafness in children affects development of multi-modal modulation and default mode networks.,"Schmithorst VJ, Plante E, Holland S",2014,Frontiers in human neuroscience
10280,24723877,"Enhanced peripheral visual processing in congenitally deaf humans is supported by multiple brain regions, including primary auditory cortex.","Scott GD, Karns CM, Dow MW, Stevens C, Neville HJ",2014,Frontiers in human neuroscience
10281,24726334,Phonological markers of information structure: An fMRI study.,"van Leeuwen TM, Lamers MJ, Petersson KM, Gussenhoven C, Rietveld T, Poser B, Hagoort P",2014,Neuropsychologia
10282,24726338,Reduced self-referential neural response during intergroup competition predicts competitor harm.,"Cikara M, Jenkins AC, Dufour N, Saxe R",2014,NeuroImage
10283,24726752,A large scale (N=102) functional neuroimaging study of error processing in a Go/NoGo task.,"Steele VR, Claus ED, Aharoni E, Harenski C, Calhoun VD, Pearlson G, Kiehl KA",2014,Behavioural brain research
10284,24727703,Sustained attention to spontaneous thumb sensations activates brain somatosensory and other proprioceptive areas.,"Bauer CC, Diaz JL, Concha L, Barrios FA",2014,Brain and cognition
10285,24728207,The spectral diversity of resting-state fluctuations in the human brain.,"Kalcher K, Boubela RN, Huf W, Bartova L, Kronnerwetter C, Derntl B, Pezawas L, Filzmoser P, Nasel C, Moser E",2014,PloS one
10286,24732954,Self processing in the brain: A paradigmatic fMRI case study with a professional  singer.,"Zaytseva Y, Gutyrchik E, Bao Y, Poppel E, Han S, Northoff G, Welker L, Meindl T, Blautzik J",2014,Brain and cognition
10287,24732956,Expert athletes activate somatosensory and motor planning regions of the brain when passively listening to familiar sports sounds.,"Woods EA, Hernandez AE, Wagner VE, Beilock SL",2014,Brain and cognition
10288,24733575,The clinical utility of fMRI for identifying covert awareness in the vegetative state: a comparison of sensitivity between 3T and 1.5T.,"Fernandez-Espejo D, Norton L, Owen AM",2014,PloS one
10289,24735970,Differential neural control in early bilinguals and monolinguals during response  inhibition.,"Rodriguez-Pujadas A, Sanjuan A, Fuentes P, Ventura-Campos N, Barros-Loscertales A, Avila C",2014,Brain and language
10290,24736172,"Whole brain, high resolution multiband spin-echo EPI fMRI at 7T: A comparison with gradient-echo EPI using a color-word Stroop task.","Boyacioglu R, Schulz J, Muller NC, Koopmans PJ, Barth M, Norris DG",2014,NeuroImage
10291,24736176,Resting state functional connectivity of the basal nucleus of Meynert in humans:  In comparison to the ventral striatum and the effects of age.,"Li CS, Ide JS, Zhang S, Hu S, Chao HH, Zaborszky L",2014,NeuroImage
10292,24736654,"The ovine cerebral venous system: comparative anatomy, visualization, and implications for translational research.","Hoffmann A, Stoffel MH, Nitzsche B, Lobsien D, Seeger J, Schneider H, Boltze J",2014,PloS one
10293,24739875,Effects of Insulin Detemir and NPH Insulin on Body Weight and Appetite-Regulating Brain Regions in Human Type 1 Diabetes: A Randomized Controlled Trial.,"van Golen LW, Veltman DJ, Ijzerman RG, Deijen JB, Heijboer AC, Barkhof F, Drent ML, Diamant M",2014,PloS one
10294,24741043,Cannabis use is quantitatively associated with nucleus accumbens and amygdala abnormalities in young adult recreational users.,"Gilman JM, Kuster JK, Lee S, Lee MJ, Kim BW, Makris N, van der Kouwe A, Blood AJ, Breiter HC",2014,The Journal of neuroscience : the official journal of the Society for Neuroscience
10295,24741049,Neural mechanisms of gain-loss asymmetry in temporal discounting.,"Tanaka SC, Yamada K, Yoneda H, Ohtake F",2014,The Journal of neuroscience : the official journal of the Society for Neuroscience
10296,24741051,Neuroanatomical profiles of deafness in the context of native language experience.,"Olulade OA, Koo DS, LaSasso CJ, Eden GF",2014,The Journal of neuroscience : the official journal of the Society for Neuroscience
10297,24742155,All competition is not alike: neural mechanisms for resolving underdetermined and prepotent competition.,"Snyder HR, Banich MT, Munakata Y",2014,Journal of cognitive neuroscience
10298,24742157,The control of automatic imitation based on bottom-up and top-down cues to animacy: insights from brain and behavior.,"Klapper A, Ramsey R, Wigboldus D, Cross ES",2014,Journal of cognitive neuroscience
10299,24742620,Development of Impulse Control Circuitry in Children of Alcoholics.,"Hardee JE, Weiland BJ, Nichols TE, Welsh RC, Soules ME, Steinberg DB, Zubieta JK, Zucker RA, Heitzeg MM",2014,Biological psychiatry
10300,24742863,To like or not to like: Neural substrates of subjective flavor preferences.,"van den Bosch I, Dalenberg JR, Renken R, van Langeveld AW, Smeets PA, Griffioen-Roose S, Ter Horst GJ, de Graaf C, Boesveldt S",2014,Behavioural brain research
10301,24743423,Language Universals Engage Broca's Area.,"Berent I, Pan H, Zhao X, Epstein J, Bennett ML, Deshpande V, Seethamraju RT, Stern E",2014,PloS one
10302,24743801,Altered hypothalamic functional connectivity with autonomic circuits and the locus coeruleus in migraine.,"Moulton EA, Becerra L, Johnson A, Burstein R, Borsook D",2014,PloS one
10303,24744720,EEG-informed fMRI analysis during a hand grip task: estimating the relationship between EEG rhythms and the BOLD signal.,"Sclocco R, Tana MG, Visani E, Gilioli I, Panzica F, Franceschetti S, Cerutti S, Bianchi AM",2014,Frontiers in human neuroscience
10304,24746497,Semantic relation vs. surprise: The differential effects of related and unrelated co-verbal gestures on neural encoding and subsequent recognition.,"Straube B, Meyer L, Green A, Kircher T",2014,Brain research
10305,24746685,Gender differences in brain activity and the relationship between brain activity  and differences in prevalence rates between male and female major depressive disorder patients: A resting-state fMRI s,"Yao Z, Yan R, Wei M, Tang H, Qin J, Lu Q",2014,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology
10306,24746954,Discovering the structure of mathematical problem solving.,"Anderson JR, Lee HS, Fincham JM",2014,NeuroImage
10307,24747514,Framing deductive reasoning with emotional content: An fMRI study.,"Brunetti M, Perrucci MG, Di Naccio MR, Ferretti A, Del Gratta C, Casadio C, Romani GL",2014,Brain and cognition
10308,24748023,Secondary progressive and relapsing remitting multiple sclerosis leads to motor-related decreased anatomical connectivity.,"Lyksborg M, Siebner HR, Sorensen PS, Blinkenberg M, Parker GJ, Dogonowski AM, Garde E, Larsen R, Dyrby TB",2014,PloS one
10309,24748411,Physiologically realistic and validated mathematical liver model revels hepatobiliary transfer rates for Gd-EOB-DTPA using human DCE-MRI data.,"Forsgren MF, Dahlqvist Leinhard O, Dahlstrom N, Cedersund G, Lundberg P",2014,PloS one
10310,24751570,Do not think about pain: Neural correlates of attention guiding during visual symptom provocation in dental phobia-An fMRI study.,"Scharmuller W, Ubel S, Leutgeb V, Schoengassner F, Wabnegger A, Schienle A",2014,Brain research
10311,24759619,Meta-analytically informed network analysis of resting state FMRI reveals hyperconnectivity in an introspective socio-affective network in depression.,"Schilbach L, Muller VI, Hoffstaedter F, Clos M, Goya-Maldonado R, Gruber O, Eickhoff SB",2014,PloS one
10312,24760013,Influence of Anodal Transcranial Direct Current Stimulation (tDCS) over the Right Angular Gyrus on Brain Activity during Rest.,"Clemens B, Jung S, Mingoia G, Weyer D, Domahs F, Willmes K",2014,PloS one
10313,24760844,Developmental changes in the organization of functional connections between the basal ganglia and cerebral cortex.,"Greene DJ, Laumann TO, Dubis JW, Ihnen SK, Neta M, Power JD, Pruett JR Jr, Black KJ, Schlaggar BL",2014,The Journal of neuroscience : the official journal of the Society for Neuroscience
10314,24760845,Hyper-reactive human ventral tegmental area and aberrant mesocorticolimbic connectivity in overgeneralization of fear in generalized anxiety disorder.,"Cha J, Carlson JM, Dedora DJ, Greenberg T, Proudfit GH, Mujica-Parodi LR",2014,The Journal of neuroscience : the official journal of the Society for Neuroscience
10315,24760847,Valence-Specific Effects of BDNF Val66Met Polymorphism on Dopaminergic Stress and Reward Processing in Humans.,"Pecina M, Martinez-Jauand M, Love T, Heffernan J, Montoya P, Hodgkinson C, Stohler CS, Goldman D, Zubieta JK",2014,The Journal of neuroscience : the official journal of the Society for Neuroscience
10316,24760850,"Source-reconstruction of event-related fields reveals hyperfunction and hypofunction of cortical circuits in antipsychotic-naive, first-episode schizophrenia patients during Mooney face processing.","Rivolta D, Castellanos NP, Stawowsky C, Helbling S, Wibral M, Grutzner C, Koethe D, Birkner K, Kranaster L, Enning F, Singer W, Leweke FM, Uhlhaas PJ",2014,The Journal of neuroscience : the official journal of the Society for Neuroscience
10317,24763435,Stimulus-Response Mappings Shape Inhibition Processes: A Combined EEG-fMRI Study  of Contextual Stopping.,"Lavallee CF, Herrmann CS, Weerda R, Huster RJ",2014,PloS one
10318,24767950,Longitudinal assessment of default-mode brain function in aging.,"Persson J, Pudas S, Nilsson LG, Nyberg L",2014,Neurobiology of aging
10319,24768119,Working Memory in Schizophrenia: Behavioral and Neural Evidence for Reduced Susceptibility to Item-Specific Proactive Interference.,"Kaller CP, Loosli SV, Rahm B, Gossel A, Schieting S, Hornig T, Hennig J, Tebartz van Elst L, Weiller C, Katzev M",2014,Biological psychiatry
10320,24768574,The use of fMRI to detect neural responses to cognitive interference and planning: Evidence for a contribution of task related changes in heart rate?,"van 't Ent D, den Braber A, Rotgans E, de Geus EJ, de Munck JC",2014,Journal of neuroscience methods
10321,24768931,Neural dynamics necessary and sufficient for transition into pre-sleep induced by EEG NeuroFeedback.,"Kinreich S, Podlipsky I, Jamshy S, Intrator N, Hendler T",2014,NeuroImage
10322,24769166,Alterations of the emotional processing system may underlie preserved rapid reaction time in tinnitus.,"Carpenter-Thompson JR, Akrofi K, Schmidt SA, Dolcos F, Husain FT",2014,Brain research
10323,24770712,Neural Mechanism for Mirrored Self-face Recognition.,"Sugiura M, Miyauchi CM, Kotozaki Y, Akimoto Y, Nozawa T, Yomogida Y, Hanawa S, Yamamoto Y, Sakuma A, Nakagawa S, Kawashima R",2014,"Cerebral cortex (New York, N.Y. : 1991)"
10324,24772075,Cultural influences on social feedback processing of character traits.,"Korn CW, Fan Y, Zhang K, Wang C, Han S, Heekeren HR",2014,Frontiers in human neuroscience
10325,24781953,A Comparison of Supervised Machine Learning Algorithms and Feature Vectors for MS Lesion Segmentation Using Multimodal Structural MRI.,"Sweeney EM, Vogelstein JT, Cuzzocreo JL, Calabresi PA, Reich DS, Crainiceanu CM, Shinohara RT",2014,PloS one
10326,24782735,Neural responses to emotional expression information in high- and low-spatial frequency in autism: evidence for a cortical dysfunction.,"Corradi-Dell'acqua C, Schwartz S, Meaux E, Hubert B, Vuilleumier P, Deruelle C",2014,Frontiers in human neuroscience
10327,24784800,Multi-atlas segmentation of the whole hippocampus and subfields using multiple automatically generated templates.,"Pipitone J, Park MT, Winterburn J, Lett TA, Lerch JP, Pruessner JC, Lepage M, Voineskos AN, Mallar Chakravarty M",2014,NeuroImage
10328,24785589,Exploration of scanning effects in multi-site structural MRI studies.,"Chen J, Liu J, Calhoun VD, Arias-Vasquez A, Zwiers MP, Gupta CN, Franke B, Turner JA",2014,Journal of neuroscience methods
10329,24786632,Clinical correlations of microstructural changes in progressive supranuclear palsy.,"Tessitore A, Giordano A, Caiazzo G, Corbo D, De Micco R, Russo A, Liguori S, Cirillo M, Esposito F, Tedeschi G",2014,Neurobiology of aging
10330,24788317,Altered regional and circuit resting-state activity associated with unilateral hearing loss.,"Wang X, Fan Y, Zhao F, Wang Z, Ge J, Zhang K, Gao Z, Gao JH, Yang Y, Fan J, Zou Q, Liu P",2014,PloS one
10331,24788587,Frontal White Matter Alterations in Short-Term Medicated Panic Disorder Patients  without Comorbid Conditions: A Diffusion Tensor Imaging Study.,"Kim B, Kim JH, Kim MK, Lee KS, Kim Y, Choi TK, Kim YT, Lee SH",2014,PloS one
10332,24788815,Mapping Small-World Properties through Development in the Human Brain: Disruption in Schizophrenia.,"Tomasi D, Volkow ND",2014,PloS one
10333,24789353,The neural basis of event simulation: an FMRI study.,"Yomogida Y, Sugiura M, Akimoto Y, Miyauchi CM, Kawashima R",2014,PloS one
10334,24790186,Connecting to Create: Expertise in Musical Improvisation Is Associated with Increased Functional Connectivity between Premotor and Prefrontal Areas.,"Pinho AL, de Manzano O, Fransson P, Eriksson H, Ullen F",2014,The Journal of neuroscience : the official journal of the Society for Neuroscience
10335,24790196,Local Activity Determines Functional Connectivity in the Resting Human Brain: A Simultaneous FDG-PET/fMRI Study.,"Riedl V, Bienkowska K, Strobel C, Tahmasian M, Grimmer T, Forster S, Friston KJ, Sorg C, Drzezga A",2014,The Journal of neuroscience : the official journal of the Society for Neuroscience
